20230601/09_10.csv:ae12.2002,1685581800,1123518160347692.0,73756811398674.0,14764042125,625581438
20230601/23_45.csv:ae12.2002,1685634300,1370938742575354.0,82948038649459.0,57068894471,1948450069
20230601/02_50.csv:ae12.2002,1685559000,1011082391245425.0,69284449016288.0,49972740847,1968712285
20230601/01_55.csv:ae12.2002,1685555700,990588030144846.0,68471349988523.0,49699146239,2000657894
20230601/03_45.csv:ae12.2002,1685562300,1031732861265481.0,70100328733697.0,50281628308,1997357386
20230601/11_45.csv:ae12.2002,1685591100,1137028500635601.0,74359498297946.0,12578696164,523142465
20230601/04_30.csv:ae12.2002,1685565000,1048608868268598.0,70768829902491.0,50172944423,1970422944
20230601/12_05.csv:ae12.2002,1685592300,1139064162371869.0,74448944845279.0,14102267499,651925460
20230601/15_55.csv:ae12.2002,1685606100,1186059528674745.0,76358225746858.0,41348036588,1618462624
20230601/10_10.csv:ae12.2002,1685585400,1129019355011733.0,73999438836065.0,11616545562,518239091
20230601/08_15.csv:ae12.2002,1685578500,1116126806254806.0,73443265321850.0,22016830680,880924744
20230601/15_15.csv:ae12.2002,1685603700,1174150944577310.0,75887168611536.0,38302451961,1490818251
20230601/18_00.csv:ae12.2002,1685613600,1230150814724613.0,78017259101577.0,48526308343,1728444362
20230601/20_35.csv:ae12.2002,1685622900,1293822607251330.0,80274071563226.0,58446869698,2027742005
20230601/02_35.csv:ae12.2002,1685558100,1005472978853116.0,69062360261319.0,49636773328,1968711509
20230601/11_10.csv:ae12.2002,1685589000,1133960417235824.0,74226166726881.0,10652039414,469948249
20230601/09_00.csv:ae12.2002,1685581200,1122382868108256.0,73708424300550.0,15930967220,675366519
20230601/04_05.csv:ae12.2002,1685563500,1039236799221704.0,70399303504149.0,50204191316,1979192055
20230601/01_40.csv:ae12.2002,1685554800,985051418997620.0,68248101753452.0,47783976332,1895881272
20230601/22_40.csv:ae12.2002,1685630400,1344105039183281.0,82027379111170.0,52541827475,1854372128
20230601/07_15.csv:ae12.2002,1685574900,1104166766386389.0,72962805606063.0,32419516958,1278590286
20230601/16_45.csv:ae12.2002,1685609100,1202599792977644.0,77003502637616.0,47040669014,1841460212
20230601/17_35.csv:ae12.2002,1685612100,1220725350080456.0,77679335590566.0,50405001570,1854362267
20230601/12_45.csv:ae12.2002,1685594700,1143924873700415.0,74660863445707.0,17755212432,772362033
20230601/17_00.csv:ae12.2002,1685610000,1207903000593320.0,77204828399977.0,47329576127,1796439787
20230601/17_45.csv:ae12.2002,1685612700,1224521875209689.0,77815312107150.0,51129084383,1849906870
20230601/12_50.csv:ae12.2002,1685595000,1144608319469309.0,74689624653029.0,18225220503,766965528
20230601/17_55.csv:ae12.2002,1685613300,1228331078161733.0,77952442438000.0,50447705580,1826129640
20230601/23_00.csv:ae12.2002,1685631600,1352191715475872.0,82302899278350.0,54511380898,1890904423
20230601/13_50.csv:ae12.2002,1685598600,1153816339652031.0,75069570755552.0,22858888146,893128028
20230601/16_25.csv:ae12.2002,1685607900,1195744468942501.0,76735545487256.0,44574139622,1736911562
20230601/17_20.csv:ae12.2002,1685611200,1215125902071220.0,77471829644152.0,48705479461,1793566574
20230601/17_50.csv:ae12.2002,1685613000,1226439289202453.0,77883962576493.0,51131039807,1830679182
20230601/09_45.csv:ae12.2002,1685583900,1126792853893124.0,73900570286211.0,11985375253,527772423
20230601/13_05.csv:ae12.2002,1685595900,1146726073999361.0,74779041481551.0,19065390903,806104660
20230601/11_20.csv:ae12.2002,1685589600,1134785912035547.0,74262340888388.0,11116119924,497807372
20230601/10_00.csv:ae12.2002,1685584800,1128142893289424.0,73959988455441.0,11996975043,531923967
20230601/03_00.csv:ae12.2002,1685559600,1014830072516498.0,69433100907258.0,49995014531,1973638377
20230601/20_10.csv:ae12.2002,1685621400,1282983800734018.0,79894761840998.0,57402044150,2014624606
20230601/21_20.csv:ae12.2002,1685625600,1313373848879953.0,80955431254637.0,55401875569,1938633071
20230601/09_35.csv:ae12.2002,1685583300,1125889684007417.0,73860909328128.0,12162484262,532238413
20230601/11_15.csv:ae12.2002,1685589300,1134369057538377.0,74243673111936.0,10897074734,466836934
20230601/15_10.csv:ae12.2002,1685603400,1172714602628752.0,75831262927119.0,37663212444,1504426594
20230601/20_55.csv:ae12.2002,1685624100,1302616203617268.0,80581320834704.0,58586891616,1992876356
20230601/06_55.csv:ae12.2002,1685573700,1099103392048773.0,72760408202384.0,36333694256,1469810518
20230601/20_00.csv:ae12.2002,1685620800,1278702187121347.0,79745859929547.0,56753077293,2032361615
20230601/21_35.csv:ae12.2002,1685626500,1319370246660863.0,81164011057792.0,50896157101,1725916816
20230601/16_55.csv:ae12.2002,1685609700,1206128141488543.0,77137461907952.0,47329222944,1818750355
20230601/06_30.csv:ae12.2002,1685572200,1091884009569955.0,72474827561971.0,40777894898,1594789666
20230601/14_05.csv:ae12.2002,1685599500,1156415567321636.0,75175532100702.0,23388700833,960556109
